,年次,調査区域,項目,variable,value
8122,1994年,全国,集計世帯数,第9階級,"5,442"
8123,1994年,全国,世帯数分布（抽出率調整）,第9階級,"77,960"
8124,1994年,全国,世帯数分布（一万分比）,第9階級,"1,000"
8125,1994年,全国,世帯人員（人）,第9階級,4.02
8126,1994年,全国,１８歳未満人員（人）,第9階級,0.87
8127,1994年,全国,６５歳以上人員（人）,第9階級,0.43
8128,1994年,全国,うち無職人員（人）,第9階級,0.31
8129,1994年,全国,有業人員（人）,第9階級,2.15
8130,1994年,全国,世帯主の年齢（歳）,第9階級,50.7
8131,1994年,全国,世帯主の性別　男（人）,第9階級,0.967
8132,1994年,全国,世帯主の性別　女（人）,第9階級,0.033
8133,1994年,全国,持家率（％）,第9階級,88.5
8134,1994年,全国,うち住宅ローン保有率（％）,第9階級,49.1
8135,1994年,全国,家賃を支払っている世帯の割合（％）,第9階級,13.4
8136,1994年,全国,住宅の延べ床面積（平方メ−トル）,第9階級,137.5
8137,1994年,全国,自動車保有台数（千世帯当たり）,第9階級,"1,619"
8138,1994年,全国,自動車保有率（％）,第9階級,89.9
8139,1994年,全国,年間収入（千円）,第9階級,"11,668"
8140,1994年,全国,収入総額,第9階級,-
8141,1994年,全国,実収入,第9階級,-
8142,1994年,全国,経常収入,第9階級,-
8143,1994年,全国,勤め先収入,第9階級,-
8144,1994年,全国,世帯主の勤め先収入,第9階級,-
8145,1994年,全国,世帯主が男の収入,第9階級,-
8146,1994年,全国,定期収入,第9階級,-
8147,1994年,全国,臨時収入,第9階級,-
8148,1994年,全国,世帯主が女の収入,第9階級,-
8149,1994年,全国,定期収入,第9階級,-
8150,1994年,全国,臨時収入,第9階級,-
8151,1994年,全国,世帯主の配偶者の勤め先収入,第9階級,-
8152,1994年,全国,配偶者が男の収入,第9階級,-
8153,1994年,全国,配偶者が女の収入,第9階級,-
8154,1994年,全国,他の世帯員の勤め先収入,第9階級,-
8155,1994年,全国,男の他の世帯員の勤め先収入,第9階級,-
8156,1994年,全国,女の他の世帯員の勤め先収入,第9階級,-
8157,1994年,全国,事業・内職収入,第9階級,-
8158,1994年,全国,農林漁業収入,第9階級,-
8159,1994年,全国,家賃収入,第9階級,-
8160,1994年,全国,他の事業収入,第9階級,-
8161,1994年,全国,内職収入,第9階級,-
8162,1994年,全国,本業以外の勤め先・事業・内職収入,第9階級,-
8163,1994年,全国,他の経常収入,第9階級,-
8164,1994年,全国,財産収入,第9階級,-
8165,1994年,全国,社会保障給付,第9階級,-
8166,1994年,全国,公的年金給付,第9階級,-
8167,1994年,全国,他の社会保障給付,第9階級,-
8168,1994年,全国,仕送り金,第9階級,-
8169,1994年,全国,特別収入,第9階級,-
8170,1994年,全国,受贈金,第9階級,-
8171,1994年,全国,他の特別収入,第9階級,-
8172,1994年,全国,（再掲）移転収入,第9階級,-
8173,1994年,全国,実収入以外の収入,第9階級,-
8174,1994年,全国,預貯金引出,第9階級,-
8175,1994年,全国,保険取金,第9階級,-
8176,1994年,全国,有価証券売却,第9階級,-
8177,1994年,全国,株式売却,第9階級,-
8178,1994年,全国,他の有価証券売却,第9階級,-
8179,1994年,全国,土地家屋借入金,第9階級,-
8180,1994年,全国,他の借入金,第9階級,-
8181,1994年,全国,分割払・一括払購入借入金,第9階級,-
8182,1994年,全国,財産売却,第9階級,-
8183,1994年,全国,他の実収入以外の収入,第9階級,-
8184,1994年,全国,繰入金,第9階級,-
8185,1994年,全国,可処分所得,第9階級,-
8186,1994年,全国,支出総額,第9階級,-
8187,1994年,全国,実支出,第9階級,-
8188,1994年,全国,消費支出,第9階級,"458,816"
8189,1994年,全国,食料,第9階級,"101,580"
8190,1994年,全国,穀類,第9階級,"11,688"
8191,1994年,全国,米類,第9階級,"7,037"
8192,1994年,全国,パン,第9階級,"2,645"
8193,1994年,全国,めん類,第9階級,"1,654"
8194,1994年,全国,他の穀類,第9階級,352
8195,1994年,全国,魚介類,第9階級,"13,005"
8196,1994年,全国,生鮮魚介,第9階級,"8,720"
8197,1994年,全国,塩干魚介,第9階級,"2,496"
8198,1994年,全国,魚肉練製品,第9階級,"1,095"
8199,1994年,全国,他の魚介加工品,第9階級,694
8200,1994年,全国,肉類,第9階級,"10,057"
8201,1994年,全国,生鮮肉,第9階級,"8,500"
8202,1994年,全国,加工肉,第9階級,"1,557"
8203,1994年,全国,乳卵類,第9階級,"4,808"
8204,1994年,全国,牛乳,第9階級,"2,703"
8205,1994年,全国,乳製品,第9階級,"1,060"
8206,1994年,全国,卵,第9階級,"1,045"
8207,1994年,全国,野菜・海草,第9階級,"14,028"
8208,1994年,全国,生鮮野菜,第9階級,"9,816"
8209,1994年,全国,乾物・海草,第9階級,969
8210,1994年,全国,大豆加工品,第9階級,"1,628"
8211,1994年,全国,他の野菜・海草加工品,第9階級,"1,615"
8212,1994年,全国,果物,第9階級,"5,294"
8213,1994年,全国,生鮮果物,第9階級,"5,160"
8214,1994年,全国,果物加工品,第9階級,134
8215,1994年,全国,油脂・調味料,第9階級,"3,789"
8216,1994年,全国,油脂,第9階級,334
8217,1994年,全国,調味料,第9階級,"3,455"
8218,1994年,全国,菓子類,第9階級,"5,976"
8219,1994年,全国,調理食品,第9階級,"7,747"
8220,1994年,全国,主食的調理食品,第9階級,"2,968"
8221,1994年,全国,他の調理食品,第9階級,"4,779"
8222,1994年,全国,飲料,第9階級,"3,498"
8223,1994年,全国,茶類,第9階級,775
8224,1994年,全国,コーヒー・ココア,第9階級,641
8225,1994年,全国,他の飲料,第9階級,"2,083"
8226,1994年,全国,酒類,第9階級,"4,647"
8227,1994年,全国,外食,第9階級,"17,042"
8228,1994年,全国,一般外食,第9階級,"15,355"
8229,1994年,全国,学校給食,第9階級,"1,686"
8230,1994年,全国,住居,第9階級,"15,866"
8231,1994年,全国,家賃・地代,第9階級,"5,940"
8232,1994年,全国,設備修繕・維持,第9階級,"9,926"
8233,1994年,全国,設備材料,第9階級,"1,730"
8234,1994年,全国,工事その他のサービス,第9階級,"8,195"
8235,1994年,全国,光熱・水道,第9階級,"22,276"
8236,1994年,全国,電気代,第9階級,"11,413"
8237,1994年,全国,ガス代,第9階級,"4,752"
8238,1994年,全国,他の光熱,第9階級,921
8239,1994年,全国,上下水道料,第9階級,"5,190"
8240,1994年,全国,家具・家事用品,第9階級,"16,260"
8241,1994年,全国,家庭用耐久財,第9階級,"5,533"
8242,1994年,全国,家事用耐久財,第9階級,"2,269"
8243,1994年,全国,冷暖房用器具,第9階級,"1,474"
8244,1994年,全国,一般家具,第9階級,"1,791"
8245,1994年,全国,室内装備・装飾品,第9階級,"1,922"
8246,1994年,全国,寝具類,第9階級,"1,604"
8247,1994年,全国,家事雑貨,第9階級,"3,271"
8248,1994年,全国,家事用消耗品,第9階級,"2,335"
8249,1994年,全国,家事サービス,第9階級,"1,594"
8250,1994年,全国,被服及び履物,第9階級,"29,158"
8251,1994年,全国,和服,第9階級,"2,047"
8252,1994年,全国,洋服,第9階級,"11,904"
8253,1994年,全国,男子用洋服,第9階級,"4,155"
8254,1994年,全国,婦人用洋服,第9階級,"6,722"
8255,1994年,全国,子供用洋服,第9階級,"1,027"
8256,1994年,全国,シャツ・セーター類,第9階級,"5,002"
8257,1994年,全国,男子用シャツ・セーター類,第9階級,"1,717"
8258,1994年,全国,婦人用シャツ・セーター類,第9階級,"3,041"
8259,1994年,全国,子供用シャツ・セーター類,第9階級,245
8260,1994年,全国,下着類,第9階級,"2,322"
8261,1994年,全国,男子用下着類,第9階級,866
8262,1994年,全国,婦人用下着類,第9階級,"1,240"
8263,1994年,全国,子供用下着類,第9階級,215
8264,1994年,全国,生地・糸類,第9階級,585
8265,1994年,全国,他の被服,第9階級,"1,911"
8266,1994年,全国,履物類,第9階級,"2,654"
8267,1994年,全国,被服関連サービス,第9階級,"2,733"
8268,1994年,全国,保健医療,第9階級,"11,753"
8269,1994年,全国,医薬品,第9階級,"2,111"
8270,1994年,全国,健康保持用摂取品,第9階級,542
8271,1994年,全国,保健医療用品・器具,第9階級,"2,398"
8272,1994年,全国,保健医療サービス,第9階級,"6,701"
8273,1994年,全国,交通通信,第9階級,"46,942"
8274,1994年,全国,交通,第9階級,"11,312"
8275,1994年,全国,自動車等関係費,第9階級,"26,720"
8276,1994年,全国,自動車等購入,第9階級,"7,590"
8277,1994年,全国,自転車購入,第9階級,290
8278,1994年,全国,自動車等維持,第9階級,"18,840"
8279,1994年,全国,通信,第9階級,"8,910"
8280,1994年,全国,教育,第9階級,"31,160"
8281,1994年,全国,授業料等,第9階級,"24,413"
8282,1994年,全国,教科書・学習参考教材,第9階級,653
8283,1994年,全国,補習教育,第9階級,"6,094"
8284,1994年,全国,教養娯楽,第9階級,"41,511"
8285,1994年,全国,教養娯楽用耐久財,第9階級,"3,454"
8286,1994年,全国,教養娯楽用品,第9階級,"8,319"
8287,1994年,全国,書籍・他の印刷物,第9階級,"5,922"
8288,1994年,全国,教養娯楽サービス,第9階級,"23,816"
8289,1994年,全国,宿泊料,第9階級,"1,492"
8290,1994年,全国,パック旅行費,第9階級,"7,947"
8291,1994年,全国,月謝類,第9階級,"6,430"
8292,1994年,全国,他の教養娯楽サービス,第9階級,"7,947"
8293,1994年,全国,その他の消費支出,第9階級,"142,311"
8294,1994年,全国,諸雑費,第9階級,"26,583"
8295,1994年,全国,理美容サービス,第9階級,"3,922"
8296,1994年,全国,理美容用品,第9階級,"4,821"
8297,1994年,全国,身の回り用品,第9階級,"3,636"
8298,1994年,全国,たばこ,第9階級,"1,040"
8299,1994年,全国,他の諸雑費,第9階級,"13,164"
8300,1994年,全国,こづかい（使途不明）,第9階級,"52,877"
8301,1994年,全国,交際費,第9階級,"38,327"
8302,1994年,全国,食料,第9階級,"7,037"
8303,1994年,全国,家具・家事用品,第9階級,924
8304,1994年,全国,被服及び履物,第9階級,"1,177"
8305,1994年,全国,教養娯楽,第9階級,952
8306,1994年,全国,他の物品サービス,第9階級,776
8307,1994年,全国,贈与金,第9階級,"20,608"
8308,1994年,全国,他の交際費,第9階級,"6,852"
8309,1994年,全国,仕送り金,第9階級,"24,524"
8310,1994年,全国,（再掲）移転支出,第9階級,"45,132"
8311,1994年,全国,（再掲）教育関係費,第9階級,"57,590"
8312,1994年,全国,（再掲）教養娯楽関係費,第9階級,"48,275"
8313,1994年,全国,耐久財,第9階級,"3,717"
8314,1994年,全国,読書,第9階級,"5,971"
8315,1994年,全国,聴視・観覧,第9階級,"2,109"
8316,1994年,全国,旅行,第9階級,"14,443"
8317,1994年,全国,スポーツ,第9階級,"4,427"
8318,1994年,全国,月謝,第9階級,"5,601"
8319,1994年,全国,会費・つきあい費,第9階級,"3,460"
8320,1994年,全国,他の教養娯楽,第9階級,"8,548"
8321,1994年,全国,（耐久財を除く教養娯楽関係費）,第9階級,"44,559"
8322,1994年,全国,（再掲）経常消費支出,第9階級,"352,557"
8323,1994年,全国,非消費支出,第9階級,-
8324,1994年,全国,直接税,第9階級,-
8325,1994年,全国,勤労所得税,第9階級,-
8326,1994年,全国,個人住民税,第9階級,-
8327,1994年,全国,他の税,第9階級,-
8328,1994年,全国,社会保険料,第9階級,-
8329,1994年,全国,公的年金保険料,第9階級,-
8330,1994年,全国,健康保険料,第9階級,-
8331,1994年,全国,その他の社会保険料,第9階級,-
8332,1994年,全国,他の非消費支出,第9階級,-
8333,1994年,全国,実支出以外の支出,第9階級,-
8334,1994年,全国,預貯金,第9階級,-
8335,1994年,全国,保険掛金,第9階級,-
8336,1994年,全国,有価証券購入,第9階級,-
8337,1994年,全国,株式購入,第9階級,-
8338,1994年,全国,他の有価証券購入,第9階級,-
8339,1994年,全国,土地家屋借金返済,第9階級,-
8340,1994年,全国,他の借金返済,第9階級,-
8341,1994年,全国,分割払・一括払購入借入金返済,第9階級,-
8342,1994年,全国,財産購入,第9階級,-
8343,1994年,全国,他の実支出以外の支出,第9階級,-
8344,1994年,全国,繰越金,第9階級,-
8345,1994年,全国,（特掲）財・サービス区分　消費支出,第9階級,"353,954"
8346,1994年,全国,商品,第9階級,"208,190"
8347,1994年,全国,耐久財,第9階級,"22,467"
8348,1994年,全国,半耐久財,第9階級,"45,247"
8349,1994年,全国,非耐久財,第9階級,"140,476"
8350,1994年,全国,サービス,第9階級,"145,765"
8351,1994年,全国,食料,第9階級,"108,617"
8352,1994年,全国,非耐久財,第9階級,"89,831"
8353,1994年,全国,サービス,第9階級,"18,786"
8354,1994年,全国,住居,第9階級,"15,923"
8355,1994年,全国,耐久財,第9階級,"1,357"
8356,1994年,全国,半耐久財,第9階級,430
8357,1994年,全国,サービス,第9階級,"14,135"
8358,1994年,全国,光熱・水道（非耐久財）,第9階級,"22,278"
8359,1994年,全国,家具・家事用品,第9階級,"17,184"
8360,1994年,全国,耐久財,第9階級,"7,120"
8361,1994年,全国,半耐久財,第9階級,"6,100"
8362,1994年,全国,非耐久財,第9階級,"2,370"
8363,1994年,全国,サービス,第9階級,"1,595"
8364,1994年,全国,被服及び履物,第9階級,"30,335"
8365,1994年,全国,半耐久財,第9階級,"27,595"
8366,1994年,全国,サービス,第9階級,"2,740"
8367,1994年,全国,保健医療,第9階級,"11,826"
8368,1994年,全国,耐久財,第9階級,"1,298"
8369,1994年,全国,半耐久財,第9階級,399
8370,1994年,全国,非耐久財,第9階級,"3,422"
8371,1994年,全国,サービス,第9階級,"6,707"
8372,1994年,全国,交通通信,第9階級,"47,089"
8373,1994年,全国,耐久財,第9階級,"8,109"
8374,1994年,全国,半耐久財,第9階級,"1,118"
8375,1994年,全国,非耐久財,第9階級,"7,303"
8376,1994年,全国,サービス,第9階級,"30,560"
8377,1994年,全国,教育,第9階級,"31,164"
8378,1994年,全国,非耐久財,第9階級,655
8379,1994年,全国,サービス,第9階級,"30,509"
8380,1994年,全国,教養娯楽,第9階級,"42,464"
8381,1994年,全国,耐久財,第9階級,"3,140"
8382,1994年,全国,半耐久財,第9階級,"5,739"
8383,1994年,全国,非耐久財,第9階級,"9,079"
8384,1994年,全国,サービス,第9階級,"24,505"
8385,1994年,全国,諸雑費,第9階級,"27,075"
8386,1994年,全国,耐久財,第9階級,"1,444"
8387,1994年,全国,半耐久財,第9階級,"3,866"
8388,1994年,全国,非耐久財,第9階級,"5,537"
8389,1994年,全国,サービス,第9階級,"16,228"
8390,1994年,全国,現物支出（もらい物）,第9階級,"15,299"
8391,1994年,全国,うち食料,第9階級,"11,053"
8392,1994年,全国,持家の帰属家賃,第9階級,"84,768"
8393,1994年,全国,平均消費性向（％）,第9階級,-
8394,1994年,全国,金融資産純増率（％）,第9階級,-
8395,1994年,全国,平均貯蓄率（％）,第9階級,-
8396,1994年,全国,エンゲル係数（％）,第9階級,22.1
8397,1994年,全国,貯蓄現在高（千円）,第9階級,"17,963"
8398,1994年,全国,通貨性預貯金（千円）,第9階級,986
8399,1994年,全国,定期性預貯金（千円）,第9階級,"8,298"
8400,1994年,全国,生命保険など（千円）,第9階級,"4,729"
8401,1994年,全国,有価証券（千円）,第9階級,"2,992"
8402,1994年,全国,負債現在高（千円）,第9階級,"6,765"
8403,1994年,全国,うち住宅・土地のための負債（千円）,第9階級,"5,934"
8404,1994年,全国,負債保有率（％）,第9階級,66
8405,1994年,全国,うち住宅・土地のための負債（％）,第9階級,51.6
8406,1994年,全国,集計世帯数,第10階級,"5,346"
8407,1994年,全国,世帯数分布（抽出率調整）,第10階級,"77,960"
8408,1994年,全国,世帯数分布（一万分比）,第10階級,"1,000"
8409,1994年,全国,世帯人員（人）,第10階級,4.09
8410,1994年,全国,１８歳未満人員（人）,第10階級,0.69
8411,1994年,全国,６５歳以上人員（人）,第10階級,0.5
